date,close,volume,total_bids,cover_ratio
2013-05-28,3.5,3462000,9729000,2.81
2013-05-30,3.65,3462000,7329000,2.117
2013-05-31,3.96,4020000,9758000,2.427
2013-06-03,3.8,3461500,8586000,2.48
2013-06-04,3.9,3461500,14093000,4.071
2013-06-06,3.9,3461500,14648000,4.232
2013-06-07,4.12,4020000,15355000,3.82
2013-06-10,4.14,3461500,14587000,4.214
2013-06-11,3.97,3461500,12014000,3.471
2013-06-13,4.55,3461500,16161000,4.669
2013-06-14,4.4,4020000,7878000,1.96
2013-06-17,4.65,3461500,8695000,2.512
2013-06-18,4.63,3461500,8129000,2.348
2013-06-20,4.3,3461500,6511500,1.881
2013-06-21,4.33,4020000,7708000,1.917
2013-06-24,4.19,3461500,9963000,2.878
2013-06-25,4.04,3461500,11530000,3.331
2013-06-27,4.31,3461500,11421000,3.299
2013-06-28,4.31,4020000,11496000,2.86
2013-07-01,4.06,3461500,9084000,2.624
2013-07-02,4.23,3461500,12354000,3.569
2013-07-04,4.55,3461500,7963000,2.3
2013-07-05,4.4,4020000,7480000,1.861
2013-07-08,4.16,3461500,10457000,3.021
2013-07-09,4.2,3461500,17207000,4.971
2013-07-11,4.06,3461500,12827000,3.706
2013-07-12,3.95,4020000,12416000,3.089
2013-07-15,3.99,3461500,10473500,3.026
2013-07-16,4.11,3461500,13007500,3.758
2013-07-18,4.1,3461500,18264000,5.276
2013-07-19,4.06,4020000,13050500,3.246
2013-07-22,4.1,3461500,9177000,2.651
2013-07-23,4.26,3461500,16196000,4.679
2013-07-25,4.3,3461500,14343000,4.144
2013-07-26,4.28,4020000,10629000,2.644
2013-07-29,4.24,3461500,7554000,2.182
2013-07-30,4.33,3461500,16305000,4.71
2013-08-01,4.36,1768500,10855000,6.138
2013-08-02,4.3,2010000,11389000,5.666
2013-08-05,4.4,1768500,10805000,6.11
2013-08-06,4.39,1768500,10833000,6.126
2013-08-08,4.43,1768500,6923500,3.915
2013-08-09,4.48,2010000,8958000,4.457
2013-08-12,4.4,1768500,7256500,4.103
2013-08-13,4.28,1768500,5870000,3.319
2013-08-16,4.33,2010000,8566000,4.262
2013-08-19,4.31,1768500,6455000,3.65
2013-08-20,4.28,1768500,6899000,3.901
2013-08-22,4.43,1768500,10398000,5.88
2013-08-23,4.49,2010000,8503000,4.23
2013-08-27,4.44,1768500,8237000,4.658
2013-08-29,4.57,1768500,9412000,5.322
2013-08-30,4.54,2010000,5373000,2.673
2013-09-02,4.49,3461500,10932000,3.158
2013-09-03,4.38,3461500,12225000,3.532
2013-09-05,4.75,3461500,10376000,2.998
2013-09-06,5.05,4020000,7255000,1.805
2013-09-09,5.38,3461500,9265000,2.677
2013-09-10,5.13,3461500,6475000,1.871
2013-09-12,5.3,3461500,12833000,3.707
2013-09-13,5.37,4020000,11394000,2.834
2013-09-16,5.401,7122500,13918000,1.954
2013-09-17,5.44,3461500,12876000,3.72
2013-09-19,5.4,3461500,7536000,2.177
2013-09-20,5.3,4020000,8042000,2.0
2013-09-23,5.307,7122500,17622000,2.474
2013-09-24,5.47,3461500,11110000,3.21
2013-09-26,5.33,3461500,15370000,4.44
2013-09-27,5.38,4020000,17192000,4.277
2013-09-30,5.179,7122500,35051000,4.921
2013-10-01,5.05,3461500,13933000,4.025
2013-10-04,5.12,4020000,11654000,2.899
2013-10-07,5.074,7122500,15556000,2.184
2013-10-08,4.88,3461500,7517500,2.172
2013-10-10,4.7,3461500,15836000,4.575
2013-10-11,4.58,4020000,17440000,4.338
2013-10-14,4.55,7122500,31988000,4.491
2013-10-15,5.07,3461500,19521500,5.64
2013-10-17,5.27,3461500,19277000,5.569
2013-10-18,5.14,4020000,17571000,4.371
2013-10-21,4.858,7122000,27508500,3.862
2013-10-22,4.64,3461500,13890000,4.013
2013-10-24,4.58,3461500,11811000,3.412
2013-10-25,4.61,4020000,20627000,5.131
2013-10-28,4.829,7122000,26484000,3.719
2013-10-29,4.78,3461500,21330000,6.162
2013-10-31,4.87,3461500,24253000,7.007
2013-11-01,4.63,4020000,11504000,2.862
2013-11-04,4.611,7122000,24798000,3.482
2013-11-05,4.7,3461500,17288500,4.995
2013-11-07,4.73,3461500,14805500,4.277
2013-11-08,4.78,4020000,15721000,3.911
2013-11-11,4.46,7122000,24570000,3.45
2013-11-12,4.57,3461500,18871000,5.452
2013-11-14,4.63,3461500,14754500,4.262
2013-11-15,4.46,4020000,15716500,3.91
2013-11-18,4.354,7122000,20303000,2.851
2013-11-19,4.44,3461500,17973000,5.192
2013-11-21,4.44,3461500,14200000,4.102
2013-11-22,4.48,4020000,17215000,4.282
2013-11-25,4.38,7122000,26745000,3.755
2013-11-26,4.41,3461500,16167000,4.671
2013-11-28,4.41,3442500,15014000,4.361
2013-11-29,4.36,4020000,11114000,2.765
2013-12-02,4.345,7103000,19579000,2.756
2013-12-03,4.47,3442500,17276500,5.019
2013-12-05,4.49,3442500,18689500,5.429
2013-12-06,4.7,4020000,9952000,2.476
2013-12-09,4.679,7103000,16567000,2.332
2013-12-10,4.8,3442500,11791000,3.425
2013-12-12,4.77,3442500,13254000,3.85
2013-12-13,4.84,3670500,11748500,3.201
2013-12-16,4.7,7103000,21380000,3.01
2013-12-17,4.7,3999000,12446000,3.112
2014-01-07,4.65,4018500,12748000,3.172
2014-01-08,4.69,4445000,17246000,3.88
2014-01-09,4.56,4018500,15059000,3.747
2014-01-10,4.45,4600000,14280000,3.104
2014-01-13,4.52,4018500,18647000,4.64
2014-01-14,4.73,4018500,18611000,4.631
2014-01-16,5.01,4018500,10917000,2.717
2014-01-17,5.04,4600000,14675000,3.19
2014-01-20,5.05,4018500,12051000,2.999
2014-01-21,4.93,4018500,16042000,3.992
2014-01-23,5.02,4018500,12355000,3.075
2014-01-24,4.97,4600000,18058000,3.926
2014-01-27,5.34,4018500,14658000,3.648
2014-01-28,5.47,4018500,12461500,3.101
2014-01-30,5.55,4018500,17403000,4.331
2014-01-31,5.6,4600000,16685000,3.627
2014-02-03,5.48,4018500,15168000,3.775
2014-02-04,5.93,4018500,9638000,2.398
2014-02-05,5.97,4445000,10418000,2.344
2014-02-06,6.01,4018500,16779000,4.175
2014-02-07,6.45,4600000,14340000,3.117
2014-02-10,6.34,4018500,13216000,3.289
2014-02-11,6.3,4018500,16022000,3.987
2014-02-13,6.21,4018500,24188000,6.019
2014-02-14,6.31,4600000,22226000,4.832
2014-02-17,6.7,4018500,21368000,5.317
2014-02-18,6.74,4018500,19673000,4.896
2014-02-20,6.92,4018500,22548000,5.611
2014-02-21,6.85,4600000,20859000,4.535
2014-02-24,7.1,4018500,13064000,3.251
2014-02-25,6.85,4018500,10539000,2.623
2014-02-27,6.47,4018500,24370500,6.065
2014-02-28,6.83,4600000,24544500,5.336
2014-03-03,6.97,4018500,22020000,5.48
2014-03-04,6.65,4018500,22527500,5.606
2014-03-05,6.89,4445000,11123000,2.502
2014-03-06,6.71,4018500,19702000,4.903
2014-03-07,6.72,4600000,27514500,5.981
2014-03-10,6.93,4018500,27073000,6.737
2014-03-11,6.81,4018500,29303000,7.292
2014-03-13,6.51,4018500,28085000,6.989
2014-03-14,6.19,4600000,26359000,5.73
2014-03-17,6.15,1927500,23325000,12.101
2014-03-18,6.0,1927500,18034000,9.356
2014-03-20,6.0,1927500,16987500,8.813
2014-03-21,6.1,2352000,22025000,9.364
2014-03-24,6.08,1927500,19738500,10.24
2014-03-25,5.8,1927500,18560000,9.629
2014-03-27,5.35,1927500,17401500,9.028
2014-03-28,5.1,2352000,12654000,5.38
2014-03-31,4.17,1927500,6283000,3.26
2014-04-01,4.9,1927500,7229000,3.75
2014-04-03,4.6,1927500,10156000,5.269
2014-04-04,4.75,2352000,19417000,8.256
2014-04-07,4.72,1927500,20835000,10.809
2014-04-08,5.03,1927500,19295000,10.01
2014-04-10,5.0,1927500,12220500,6.34
2014-04-11,5.26,2352000,19637000,8.349
2014-04-14,5.3,1927500,13949000,7.237
2014-04-15,5.23,1927500,19784000,10.264
2014-04-17,5.46,1927500,19916000,10.333
2014-04-22,5.62,1927500,19544000,10.14
2014-04-24,5.77,1927500,11409000,5.919
2014-04-25,5.52,2352000,17594000,7.48
2014-04-28,5.21,1927500,14055000,7.292
2014-04-29,5.39,1927500,9205000,4.776
2014-05-02,5.28,2352000,11945500,5.079
2014-05-05,5.03,1927500,9490000,4.923
2014-05-06,5.25,1927500,11985500,6.218
2014-05-08,5.09,1927500,17923500,9.299
2014-05-09,5.1,2352000,15502000,6.591
2014-05-12,5.28,1873000,12791500,6.829
2014-05-13,5.34,1873000,17031000,9.093
2014-05-15,4.75,1873000,13664000,7.295
2014-05-16,4.72,2352000,15875000,6.75
2014-05-19,4.6,1873000,13720000,7.325
2014-05-20,4.59,1873000,9068000,4.841
2014-05-22,5.23,1873000,7527000,4.019
2014-05-23,5.08,2352000,12140000,5.162
2014-05-26,4.98,1873000,9297000,4.964
2014-05-27,5.05,1873000,11192000,5.975
2014-05-30,5.1,2352000,7295000,3.102
2014-06-02,4.94,1873000,7920000,4.229
2014-06-03,5.19,1873000,13602000,7.262
2014-06-05,5.5,1873000,13202000,7.049
2014-06-06,5.41,2352000,15184000,6.456
2014-06-10,5.45,1873000,10722000,5.725
2014-06-12,5.4,1873000,10512000,5.612
2014-06-13,5.63,2352000,6978000,2.967
2014-06-16,5.68,1873000,11223000,5.992
2014-06-17,5.55,1873000,13077000,6.982
2014-06-19,5.6,1873000,7494000,4.001
2014-06-20,5.56,2352000,11895000,5.057
2014-06-23,5.64,1873000,13798000,7.367
2014-06-24,5.84,1873000,15368000,8.205
2014-06-26,5.77,1873000,10551000,5.633
2014-06-27,5.7,2352000,13599000,5.782
2014-06-30,5.82,1873000,8903000,4.753
2014-07-01,5.8,1873000,7039000,3.758
2014-07-03,5.97,1873000,9768000,5.215
2014-07-04,5.91,2352000,11247000,4.782
2014-07-07,5.5,1873000,8504000,4.54
2014-07-08,5.6,1873000,9896000,5.284
2014-07-10,5.72,1873000,9830000,5.248
2014-07-11,5.64,2352000,11254000,4.785
2014-07-14,5.7,1873000,7810500,4.17
2014-07-15,5.88,1873000,8891000,4.747
2014-07-17,6.07,1873000,13624000,7.274
2014-07-18,6.0,2352000,12569000,5.344
2014-07-21,6.02,1873000,11025000,5.886
2014-07-22,6.1,1873000,11809000,6.305
2014-07-24,6.1,1873000,11912000,6.36
2014-07-25,5.99,2352000,7335000,3.119
2014-07-28,6.05,1873000,10638000,5.68
2014-07-29,6.1,1873000,10390000,5.547
2014-07-31,6.11,1873000,9238500,4.932
2014-08-01,6.29,1176000,8880000,7.551
2014-08-04,6.27,934000,12899000,13.81
2014-08-05,6.17,934000,9128000,9.773
2014-08-07,6.2,934000,8176000,8.754
2014-08-08,5.93,1176000,4925000,4.188
2014-08-11,5.95,934000,10673000,11.427
2014-08-12,6.07,934000,7515000,8.046
2014-08-14,6.22,934000,7506000,8.036
2014-08-15,6.18,1176000,8965000,7.623
2014-08-18,6.34,934000,7008000,7.503
2014-08-19,6.28,934000,5401000,5.783
2014-08-21,6.43,934000,6255000,6.697
2014-08-22,6.34,1176000,8914000,7.58
2014-08-25,6.3,934000,4841000,5.183
2014-08-26,6.26,934000,4426000,4.739
2014-08-28,6.38,934000,7154500,7.66
2014-08-29,6.4,1176000,5162000,4.389
2014-09-01,6.25,1873000,9897000,5.284
2014-09-02,6.35,1873000,7107000,3.794
2014-09-04,6.25,1873000,7738000,4.131
2014-09-05,6.04,2352000,7760000,3.299
2014-09-08,6.25,1873000,9447500,5.044
2014-09-09,6.23,1873000,12270000,6.551
2014-09-11,6.07,1873000,10605000,5.662
2014-09-12,6.06,2352000,12185000,5.181
2014-09-15,5.95,1873000,13678000,7.303
2014-09-16,5.81,1873000,10290000,5.494
2014-09-18,5.83,1873000,6430000,3.433
2014-09-19,5.94,2352000,6408000,2.724
2014-09-22,5.98,1873000,16012000,8.549
2014-09-23,5.9,1873000,8174000,4.364
2014-09-25,5.72,1873000,13847000,7.393
2014-09-26,5.8,2352000,15356000,6.529
2014-09-29,5.85,1873000,16322000,8.714
2014-09-30,5.68,1873000,16005000,8.545
2014-10-02,5.74,1873000,18827000,10.052
2014-10-06,5.67,1873000,17656000,9.427
2014-10-07,5.67,1873000,4807000,2.566
2014-10-09,6.06,1873000,9118000,4.868
2014-10-10,6.03,2352000,18116000,7.702
2014-10-13,5.88,1873000,6957000,3.714
2014-10-14,6.01,1873000,9871000,5.27
2014-10-16,6.16,1873000,8439000,4.506
2014-10-17,6.23,2352000,8167000,3.472
2014-10-20,6.03,1873000,6708000,3.581
2014-10-21,6.15,1873000,9157000,4.889
2014-10-23,6.16,1873000,6113000,3.264
2014-10-24,6.35,2352000,7175000,3.051
2014-10-27,6.33,1873000,11667000,6.229
2014-10-28,6.26,1873000,6813000,3.637
2014-10-30,6.38,1873000,8292000,4.427
2014-10-31,6.35,2352000,10087000,4.289
2014-11-03,6.3,1873000,6692000,3.573
2014-11-04,6.56,1873000,7974000,4.257
2014-11-06,6.61,1873000,5848000,3.122
2014-11-07,6.6,2352000,5579000,2.372
2014-11-10,6.7,1873000,6721000,3.588
2014-11-11,6.68,1873000,11720000,6.257
2014-11-13,6.78,1873000,13906000,7.424
2014-11-14,6.7,2352000,17345000,7.375
2014-11-17,6.64,1873000,6480000,3.46
2014-11-18,6.91,1873000,4341000,2.318
2014-11-20,6.93,1873000,6168000,3.293
2014-11-21,6.88,2352000,6458000,2.746
2014-11-24,7.02,1873000,8439000,4.506
2014-11-25,7.05,1873000,7603000,4.059
2014-11-27,7.09,1873000,5592000,2.986
2014-11-28,7.02,2352000,4230000,1.798
2014-12-01,6.95,1873000,9405000,5.021
2014-12-02,7.0,1873000,6918000,3.694
2014-12-04,6.77,1873000,11191000,5.975
2014-12-05,6.66,2352000,11032500,4.691
2014-12-08,6.58,1873000,6811000,3.636
2014-12-09,6.6,1873000,8547000,4.563
2014-12-11,6.65,1873000,10048000,5.365
2014-12-12,6.64,2335500,4565000,1.955
2014-12-15,6.6,1873000,6472000,3.455
2014-12-16,6.93,1727500,9218000,5.336
2015-01-08,6.7,2918000,11266000,3.861
2015-01-09,6.71,3198000,13262000,4.147
2015-01-12,6.59,2918000,9069500,3.108
2015-01-13,6.77,2918000,7408000,2.539
2015-01-15,7.1,2918000,10123500,3.469
2015-01-16,7.05,3198000,11502500,3.597
2015-01-19,7.06,2918000,13468500,4.616
2015-01-20,7.25,2918000,12501500,4.284
2015-01-22,7.02,2918000,9774000,3.35
2015-01-23,6.81,3198000,10745000,3.36
2015-01-26,6.76,2918000,11241000,3.852
2015-01-27,6.82,2918000,10439000,3.577
2015-01-28,6.76,2854000,14796000,5.184
2015-01-29,6.92,2918000,8818000,3.022
2015-01-30,6.96,3198000,12061000,3.771
2015-02-02,7.06,2918000,7888000,2.703
2015-02-03,7.06,2918000,8090000,2.772
2015-02-05,6.87,2918000,15481000,5.305
2015-02-06,6.92,3198000,19718000,6.166
2015-02-09,6.86,2918000,17126000,5.869
2015-02-10,6.88,2918000,19805500,6.787
2015-02-12,7.29,2918000,11666500,3.998
2015-02-13,7.35,3198000,8464000,2.647
2015-02-16,7.66,2918000,9379000,3.214
2015-02-17,7.62,2918000,16344500,5.601
2015-02-19,7.37,2918000,9695000,3.322
2015-02-20,7.26,3198000,9292000,2.906
2015-02-23,7.2,2918000,10290000,3.526
2015-02-24,7.66,2918000,6272000,2.149
2015-02-26,7.29,2918000,8282000,2.838
2015-02-27,6.93,3198000,6446000,2.016
2015-03-02,6.9,2918000,9904000,3.394
2015-03-03,6.82,2918000,12822000,4.394
2015-03-05,6.96,2918000,16851000,5.775
2015-03-06,6.7,3198000,8443000,2.64
2015-03-09,6.66,2918000,15465000,5.3
2015-03-10,6.67,2918000,18442000,6.32
2015-03-12,6.61,2918000,13157000,4.509
2015-03-13,6.26,3198000,9995000,3.125
2015-03-16,6.36,2918000,6803500,2.332
2015-03-17,6.45,2918000,8850000,3.033
2015-03-19,6.7,2918000,8473000,2.904
2015-03-20,6.7,3198000,9215000,2.881
2015-03-23,6.94,2918000,8507000,2.915
2015-03-24,7.02,2918000,7841000,2.687
2015-03-25,6.77,2854000,6101000,2.138
2015-03-26,7.0,2918000,7529000,2.58
2015-03-27,6.9,3198000,5040000,1.576
2015-03-30,6.81,2918000,8325000,2.853
2015-03-31,6.79,2918000,6771000,2.32
2015-04-02,7.14,2918000,7087000,2.429
2015-04-07,7.08,2918000,7615000,2.61
2015-04-09,7.12,2918000,7262000,2.489
2015-04-10,6.96,3198000,5845000,1.828
2015-04-13,6.82,2918000,6821000,2.338
2015-04-14,6.77,2918000,8775000,3.007
2015-04-16,6.82,2918000,5481500,1.879
2015-04-17,6.83,3198000,6721500,2.102
2015-04-20,6.88,2918000,6350500,2.176
2015-04-21,7.07,2918000,7342000,2.516
2015-04-23,7.06,2918000,9632500,3.301
2015-04-24,7.27,3198000,8361000,2.614
2015-04-27,7.33,2918000,5118500,1.754
2015-04-28,7.16,2918000,6040500,2.07
2015-04-30,7.52,2918000,5968000,2.045
2015-05-05,7.5,2918000,13722000,4.703
2015-05-07,7.5,2918000,15561500,5.333
2015-05-08,7.43,3198000,12159000,3.802
2015-05-11,7.5,2918000,10567500,3.621
2015-05-12,7.62,2918000,9421500,3.229
2015-05-15,7.48,3198000,10451000,3.268
2015-05-18,7.54,2918000,9172000,3.143
2015-05-19,7.51,2918000,8495000,2.911
2015-05-20,7.38,2854000,8556000,2.998
2015-05-21,7.3,2918000,11043000,3.784
2015-05-22,7.25,3198000,7919000,2.476
2015-05-26,7.28,2918000,8232000,2.821
2015-05-28,7.2,2918000,7139500,2.447
2015-05-29,7.22,3198000,9148500,2.861
2015-06-01,7.23,2918000,7653000,2.623
2015-06-02,7.26,2918000,12000500,4.113
2015-06-05,7.4,3198000,8589000,2.686
2015-06-08,7.38,2918000,8845000,3.031
2015-06-09,7.48,2918000,8616000,2.953
2015-06-11,7.58,2918000,8265000,2.832
2015-06-12,7.52,3198000,6754000,2.112
2015-06-15,7.54,2918000,10185000,3.49
2015-06-16,7.48,2918000,12787000,4.382
2015-06-18,7.45,2918000,6020000,2.063
2015-06-19,7.41,3198000,7038000,2.201
2015-06-22,7.43,2918000,7027500,2.408
2015-06-23,7.45,2918000,11664500,3.997
2015-06-25,7.52,2918000,4706500,1.613
2015-06-26,7.5,3198000,6929000,2.167
2015-06-29,7.36,2918000,11469500,3.931
2015-06-30,7.36,2918000,8732000,2.992
2015-07-02,7.42,2918000,9076000,3.11
2015-07-03,7.42,3198000,9237000,2.888
2015-07-06,7.33,2918000,6437000,2.206
2015-07-07,7.35,2918000,8938000,3.063
2015-07-09,7.43,2918000,6046000,2.072
2015-07-10,7.52,3198000,6646000,2.078
2015-07-13,7.64,2918000,7065000,2.421
2015-07-14,7.72,2918000,7949000,2.724
2015-07-16,7.69,2918000,10119000,3.468
2015-07-17,7.6,3198000,6411000,2.005
2015-07-20,7.76,2918000,7666000,2.627
2015-07-21,7.92,2918000,6343000,2.174
2015-07-23,8.04,2918000,7729000,2.649
2015-07-24,8.01,3198000,6830000,2.136
2015-07-27,7.98,2918000,9428000,3.231
2015-07-28,7.95,2918000,10843000,3.716
2015-07-29,8.03,2854000,10329000,3.619
2015-07-30,8.0,2918000,6675000,2.288
2015-07-31,7.82,3198000,5471000,1.711
2015-08-03,7.91,1459000,3704000,2.539
2015-08-04,7.94,1459000,6146000,4.212
2015-08-06,7.83,1459000,6043500,4.142
2015-08-07,7.79,1599000,2896500,1.811
2015-08-10,7.78,1459000,5603500,3.841
2015-08-11,7.95,1459000,5134000,3.519
2015-08-13,8.18,1459000,4666000,3.198
2015-08-14,8.15,1599000,5615000,3.512
2015-08-17,8.26,1459000,6006000,4.117
2015-08-18,8.17,1459000,6131000,4.202
2015-08-20,8.31,1459000,5575000,3.821
2015-08-21,8.31,1599000,5004000,3.129
2015-08-24,8.08,1459000,5489500,3.763
2015-08-25,8.22,1459000,5042000,3.456
2015-08-27,8.07,1459000,6268000,4.296
2015-08-28,8.04,1599000,5875000,3.674
2015-09-01,7.98,2918000,9105000,3.12
2015-09-03,8.06,2918000,7843500,2.688
2015-09-04,8.06,3198000,7131500,2.23
2015-09-07,8.02,2918000,8322500,2.852
2015-09-08,8.09,2918000,8233500,2.822
2015-09-10,8.25,2918000,6537000,2.24
2015-09-11,8.22,3198000,7503000,2.346
2015-09-14,8.21,2918000,7830500,2.684
2015-09-15,8.17,2918000,8218000,2.816
2015-09-17,8.18,2918000,11371000,3.897
2015-09-18,8.16,3198000,10411000,3.255
2015-09-21,8.04,2918000,10633000,3.644
2015-09-22,7.98,2918000,11614000,3.98
2015-09-23,8.04,2854000,11808000,4.137
2015-09-24,7.99,2918000,9771000,3.349
2015-09-25,7.94,3198000,12892000,4.031
2015-09-28,7.92,2918000,7419000,2.542
2015-09-29,7.87,2918000,8084000,2.77
2015-10-01,8.2,2918000,8540000,2.927
2015-10-02,8.1,3198000,9128500,2.854
2015-10-05,8.16,2918000,8492000,2.91
2015-10-06,8.16,2918000,10570000,3.622
2015-10-08,8.11,2918000,12045000,4.128
2015-10-09,8.16,3198000,12577000,3.933
2015-10-12,8.26,2918000,6031000,2.067
2015-10-13,8.3,2918000,8602000,2.948
2015-10-15,8.46,2918000,6893000,2.362
2015-10-16,8.37,3198000,12063000,3.772
2015-10-19,8.35,2918000,11085500,3.799
2015-10-20,8.32,2918000,9200000,3.153
2015-10-22,8.44,2918000,12435000,4.261
2015-10-23,8.52,3198000,14656000,4.583
2015-10-26,8.55,2918000,7038000,2.412
2015-10-27,8.63,2918000,8051000,2.759
2015-10-29,8.59,2918000,7231000,2.478
2015-10-30,8.59,3198000,9099500,2.845
2015-11-02,8.54,2918000,11786000,4.039
2015-11-03,8.58,2918000,7905500,2.709
2015-11-05,8.4,2918000,10969000,3.759
2015-11-06,8.45,3198000,6492000,2.03
2015-11-09,8.35,2918000,12636000,4.33
2015-11-10,8.28,2918000,10097000,3.46
2015-11-12,8.36,2918000,8361000,2.865
2015-11-13,8.34,3198000,7705000,2.409
2015-11-16,8.43,2918000,8567000,2.936
2015-11-17,8.49,2918000,7974000,2.733
2015-11-18,8.51,2855500,8035000,2.814
2015-11-19,8.57,2918000,9519000,3.262
2015-11-20,8.59,3198000,7887000,2.466
2015-11-23,8.46,2918000,6826000,2.339
2015-11-24,8.63,2918000,10915000,3.741
2015-11-26,8.61,2918000,9559000,3.276
2015-11-27,8.54,3198000,10234500,3.2
2015-11-30,8.55,2918000,7338500,2.515
2015-12-01,8.52,2918000,9320000,3.194
2015-12-03,8.44,2918000,6788000,2.326
2015-12-04,8.56,3198000,8953000,2.8
2015-12-07,8.42,2918000,9131000,3.129
2015-12-08,8.33,2918000,6049500,2.073
2015-12-10,8.32,2918000,10137000,3.474
2015-12-11,7.98,3181500,8129500,2.555
2015-12-14,7.92,2918000,5776000,1.979
2015-12-15,8.05,2918000,7381000,2.529
2015-12-17,8.12,2818500,10044000,3.564
2016-01-11,7.45,3425000,6264000,1.829
2016-01-12,7.04,3425000,11488000,3.354
2016-01-14,7.05,3425000,8448000,2.467
2016-01-15,6.71,3495000,10706000,3.063
2016-01-18,6.52,3425000,6243000,1.823
2016-01-19,6.81,3425000,9248000,2.7
2016-01-21,6.04,3425000,9599000,2.803
2016-01-22,6.33,3495000,6422000,1.837
2016-01-25,5.93,3425000,7054000,2.06
2016-01-26,5.8,3425000,6810000,1.988
2016-01-28,6.02,3425000,9240000,2.698
2016-01-29,6.06,3495000,6532500,1.869
2016-02-01,5.75,3425000,6611500,1.93
2016-02-02,5.57,3425000,7391500,2.158
2016-02-03,5.7,3526000,7232000,2.051
2016-02-04,5.55,3425000,7350000,2.146
2016-02-05,5.55,3495000,8945500,2.56
2016-02-08,5.25,3425000,7303000,2.132
2016-02-09,5.19,3425000,7605500,2.221
2016-02-11,4.65,3425000,8166000,2.384
2016-02-12,4.94,3495000,6689000,1.914
2016-02-15,4.97,3425000,7105000,2.074
2016-02-16,4.78,3425000,8194500,2.393
2016-02-18,5.22,3425000,6835000,1.996
2016-02-19,5.26,3495000,9034000,2.585
2016-02-22,5.2,3425000,11146000,3.254
2016-02-23,5.14,3425000,8923000,2.605
2016-02-25,4.78,3425000,6788000,1.982
2016-02-26,5.08,3495000,6150000,1.76
2016-02-29,4.85,3425000,5631000,1.644
2016-03-01,4.9,3425000,8020500,2.342
2016-03-02,4.8,3526000,6503000,1.844
2016-03-03,4.88,3425000,8239000,2.406
2016-03-04,4.8,3495000,8400000,2.403
2016-03-07,4.95,3425000,8694000,2.538
2016-03-08,5.0,3425000,9847500,2.875
2016-03-10,5.0,3425000,9068000,2.648
2016-03-11,5.01,3495000,10399000,2.975
2016-03-14,4.92,3425000,7774000,2.27
2016-03-15,4.81,3425000,8475000,2.474
2016-03-17,4.92,3425000,5977000,1.745
2016-03-18,4.92,3495000,6894000,1.973
2016-03-21,4.86,3425000,7721000,2.254
2016-03-22,4.8,3425000,7346000,2.145
2016-03-24,4.76,3425000,7595000,2.218
2016-03-29,4.75,3425000,6827000,1.993
2016-03-30,4.77,3526000,7356000,2.086
2016-03-31,4.97,3425000,8325000,2.431
2016-04-01,5.18,3495000,5528000,1.582
2016-04-04,5.08,3425000,6213000,1.814
2016-04-05,5.26,3425000,8149000,2.379
2016-04-07,5.23,3425000,7699000,2.248
2016-04-08,5.23,3495000,7788000,2.228
2016-04-11,5.42,3425000,6429000,1.877
2016-04-12,5.63,3425000,8049000,2.35
2016-04-14,5.47,3425000,9087000,2.653
2016-04-15,5.54,3495000,9072000,2.596
2016-04-18,5.38,3425000,7768000,2.268
2016-04-19,5.47,3425000,6693000,1.954
2016-04-21,5.58,3425000,8634000,2.521
2016-04-22,5.74,3495000,7130000,2.04
2016-04-25,5.92,3425000,7323000,2.138
2016-04-26,6.08,3425000,6587000,1.923
2016-04-27,6.94,3526000,6160000,1.747
2016-04-28,6.64,3425000,4943000,1.443
2016-04-29,6.29,3495000,5814000,1.664
2016-05-03,5.88,3425000,6225000,1.818
2016-05-06,6.13,3495000,7191000,2.058
2016-05-09,5.96,3425000,6332000,1.849
2016-05-10,5.65,3425000,7371000,2.152
2016-05-12,6.04,3425000,5681000,1.659
2016-05-13,5.75,3495000,5355000,1.532
2016-05-17,5.94,3425000,5677000,1.658
2016-05-19,5.87,3425000,7887000,2.303
2016-05-20,5.95,3495000,7730000,2.212
2016-05-23,5.85,3425000,6096000,1.78
2016-05-24,5.73,3425000,6018000,1.757
2016-05-27,5.9,3495000,8352000,2.39
2016-05-31,6.0,3425000,5631000,1.644
2016-06-02,5.96,3425000,8438000,2.464
2016-06-03,5.96,3495000,6338000,1.813
2016-06-06,6.05,3425000,8485000,2.477
2016-06-07,6.14,3425000,8703000,2.541
2016-06-09,6.05,3425000,9890000,2.888
2016-06-10,5.93,3495000,9112000,2.607
2016-06-13,5.83,3425000,7862000,2.295
2016-06-14,5.78,3425000,9989000,2.916
2016-06-16,5.82,3425000,10976000,3.205
2016-06-17,5.68,3495000,6487000,1.856
2016-06-20,5.76,3425000,7453000,2.176
2016-06-21,5.68,3425000,7665000,2.238
2016-06-22,5.55,4407500,9374000,2.127
2016-06-23,5.6,3425000,8431000,2.462
2016-06-24,4.96,3495000,8093000,2.316
2016-06-27,4.86,3425000,8738500,2.551
2016-06-28,4.8,3425000,6806500,1.987
2016-06-30,4.47,3425000,6329000,1.848
2016-07-01,4.35,3495000,6698000,1.916
2016-07-04,4.77,3425000,6830000,1.994
2016-07-05,4.86,3425000,7546000,2.203
2016-07-07,4.7,3425000,6811500,1.989
2016-07-08,4.45,3495000,4332000,1.239
2016-07-11,4.45,3425000,6828500,1.994
2016-07-12,4.53,3425000,7002500,2.045
2016-07-14,4.79,3425000,8343000,2.436
