date,close,volume,total_bids,cover_ratio
2016-07-15,4.65,3495000,7729000,2.211
2016-07-18,4.97,3425000,8153000,2.38
2016-07-19,4.75,3425000,9530000,2.782
2016-07-20,4.65,4407500,11230000,2.548
2016-07-21,4.7,3425000,8419000,2.458
2016-07-22,4.6,3495000,8189000,2.343
2016-07-25,4.56,3425000,8173000,2.386
2016-07-26,4.51,3425000,7815000,2.282
2016-07-28,4.58,3425000,6729000,1.965
2016-07-29,4.38,3495000,9319000,2.666
2016-08-01,4.38,1712500,4082000,2.384
2016-08-02,4.32,1712500,6875000,4.015
2016-08-04,4.6,1712500,6937000,4.051
2016-08-05,4.75,1747500,7715500,4.415
2016-08-08,4.79,1712500,5786500,3.379
2016-08-09,4.87,1712500,4517000,2.638
2016-08-11,4.75,1712500,4514000,2.636
2016-08-12,4.86,1747500,4834000,2.766
2016-08-16,4.78,1712500,4509500,2.633
2016-08-17,4.65,2644500,7212000,2.727
2016-08-18,4.55,1712500,5922000,3.458
2016-08-19,4.71,1747500,5480000,3.136
2016-08-26,4.71,1747500,7714000,4.414
2016-09-02,4.32,3495000,4949000,1.416
2016-09-05,4.02,3664000,6705000,1.83
2016-09-06,3.94,3664000,10449000,2.852
2016-09-08,4.02,3664000,9723000,2.654
2016-09-09,4.07,3495000,6688000,1.914
2016-09-12,3.94,3664000,7730000,2.11
2016-09-13,3.97,3664000,6035000,1.647
2016-09-15,3.94,3664000,8230000,2.246
2016-09-16,4.26,3495000,8904000,2.548
2016-09-19,4.23,3664000,6616000,1.806
2016-09-20,4.3,3664000,5192000,1.417
2016-09-22,4.33,3664000,7875000,2.149
2016-09-23,4.38,3495000,7284000,2.084
2016-09-26,4.5,3664000,8694000,2.373
2016-09-27,4.51,3664000,7663000,2.091
2016-09-29,5.06,3664000,7307000,1.994
2016-09-30,5.0,3495000,5148000,1.473
2016-10-04,5.17,3664000,9616000,2.624
2016-10-06,5.68,3664000,9570500,2.612
2016-10-07,5.62,3495000,10662500,3.051
2016-10-10,5.53,3664000,10570500,2.885
2016-10-11,5.58,3664000,9654500,2.635
2016-10-13,5.59,3664000,7943500,2.168
2016-10-14,5.65,3495000,9072500,2.596
2016-10-17,5.84,3664000,10020500,2.735
2016-10-18,5.89,3664000,9728500,2.655
2016-10-20,5.7,3664000,9947500,2.715
2016-10-21,5.58,3495000,7800000,2.232
2016-10-24,5.92,3664000,8681000,2.369
2016-10-25,5.78,3664000,8648000,2.36
2016-10-27,5.9,3664000,9881000,2.697
2016-10-28,5.7,3495000,6896500,1.973
2016-10-31,5.76,3664000,10878500,2.969
2016-11-03,6.35,3664000,10788500,2.944
2016-11-04,6.54,3495000,8666500,2.48
2016-11-07,6.46,3664000,8030000,2.192
2016-11-08,6.1,3664000,9551000,2.607
2016-11-10,5.95,3664000,6410500,1.75
2016-11-11,5.85,3495000,7457000,2.134
2016-11-14,5.54,3664000,7189000,1.962
2016-11-15,5.55,3664000,9279000,2.532
2016-11-17,5.6,3664000,11653000,3.18
2016-11-18,5.73,3495000,7127000,2.039
2016-11-21,5.44,3664000,7011000,1.913
2016-11-22,5.42,3664000,8842000,2.413
2016-11-24,5.29,3664000,8285000,2.261
2016-11-25,5.05,3495000,6768000,1.936
2016-11-28,4.8,3664000,6375000,1.74
2016-11-29,4.56,3664000,7140000,1.949
2016-12-01,4.44,3664000,8567000,2.338
2016-12-02,4.32,3495000,7635000,2.185
2016-12-05,4.16,3664000,8656000,2.362
2016-12-06,4.15,3664000,10547500,2.879
2016-12-08,4.23,3664000,7323000,1.999
2016-12-09,4.48,3495000,8644000,2.473
2016-12-12,4.65,3664000,8924000,2.436
2016-12-13,4.82,3664000,9168000,2.502
2016-12-15,4.96,3684500,9300000,2.524
2016-12-16,4.59,3495500,8358000,2.391
2017-01-09,5.0,4261500,13200000,3.098
2017-01-10,5.6,4261500,12873000,3.021
2017-01-12,5.3,4261500,12973000,3.044
2017-01-13,5.06,4473000,15186000,3.395
2017-01-16,4.96,4261500,11547000,2.71
2017-01-17,4.8,4261500,14867000,3.489
2017-01-19,4.88,4261500,11982000,2.812
2017-01-20,5.16,4473000,8762000,1.959
2017-01-23,5.34,4261500,10345000,2.428
2017-01-24,5.23,4261500,15990000,3.752
2017-01-26,4.93,4261500,15177000,3.561
2017-01-27,5.05,4473000,14932000,3.338
2017-01-30,4.99,4261500,10787000,2.531
2017-01-31,5.2,4261500,13005000,3.052
2017-02-02,5.24,4261500,10366500,2.433
2017-02-03,5.22,4473000,14191000,3.173
2017-02-06,5.08,4261500,15089000,3.541
2017-02-07,5.08,4261500,10686500,2.508
2017-02-09,5.25,4261500,11949500,2.804
2017-02-10,5.3,4473000,12410000,2.774
2017-02-13,5.07,4261500,7641000,1.793
2017-02-14,4.95,4261500,8687000,2.038
2017-02-16,4.96,4261500,10434000,2.448
2017-02-17,4.85,4473000,10176000,2.275
2017-02-20,5.05,4261500,15065000,3.535
2017-02-21,5.09,4261500,15776000,3.702
2017-02-23,5.17,4261500,13941000,3.271
2017-02-24,5.31,4473000,11973000,2.677
2017-02-27,5.28,4261500,12410000,2.912
2017-02-28,5.15,4261500,8679000,2.037
2017-03-02,5.74,4261500,12835500,3.012
2017-03-03,5.55,4473000,10667000,2.385
2017-03-06,5.47,4261500,11826500,2.775
2017-03-07,5.43,4261500,12087000,2.836
2017-03-09,5.16,4261500,14214500,3.336
2017-03-10,5.08,4473000,14078500,3.147
2017-03-13,5.11,4261500,17153500,4.025
2017-03-14,5.16,4261500,13192500,3.096
2017-03-16,5.07,4261500,10459500,2.454
2017-03-17,5.13,4473000,15148500,3.387
2017-03-20,5.05,4261500,11091500,2.603
2017-03-21,4.93,4261500,9674500,2.27
2017-03-23,4.98,4261500,11104500,2.606
2017-03-24,4.88,4473000,11097500,2.481
2017-03-27,4.67,4261500,11010000,2.584
2017-03-28,4.63,4261500,9412000,2.209
2017-03-29,4.71,5738500,14198000,2.474
2017-03-30,4.63,4261500,10452000,2.453
2017-03-31,4.85,4473000,13013000,2.909
2017-04-03,4.7,4261500,9344000,2.193
2017-04-04,4.78,4261500,11503500,2.699
2017-04-06,4.86,4261500,11758000,2.759
2017-04-07,5.06,4473000,10853000,2.426
2017-04-10,4.84,4261500,12078000,2.834
2017-04-11,4.77,4261500,11826000,2.775
2017-04-12,4.84,4857000,11940000,2.458
2017-04-13,4.93,4261500,10622000,2.493
2017-04-18,4.85,4261500,11651000,2.734
2017-04-20,4.76,4261500,12260500,2.877
2017-04-21,4.73,4473000,12850000,2.873
2017-04-24,4.7,4261500,12756000,2.993
2017-04-25,4.62,4261500,12604000,2.958
2017-04-26,4.49,4857000,8617000,1.774
2017-04-27,4.57,4261500,11367000,2.667
2017-04-28,4.52,4473000,11691000,2.614
2017-05-02,4.48,4261500,7551000,1.772
2017-05-04,4.35,4261500,9042000,2.122
2017-05-05,4.52,4473000,11086000,2.478
2017-05-08,4.45,4261500,9093000,2.134
2017-05-09,4.37,4261500,9289000,2.18
2017-05-10,4.49,4857000,9636000,1.984
2017-05-11,4.37,4261500,9175000,2.153
2017-05-12,4.26,4473000,6416000,1.434
2017-05-15,4.41,4261500,9058000,2.126
2017-05-16,4.45,4261500,10938000,2.567
2017-05-18,4.68,4261500,10795000,2.533
2017-05-19,4.77,4473000,9947000,2.224
2017-05-22,4.87,4261500,15020000,3.525
2017-05-23,4.88,4261500,11443000,2.685
2017-05-24,4.81,4857000,12974000,2.671
2017-05-30,5.1,4261500,9819000,2.304
2017-06-01,5.05,4261500,11766000,2.761
2017-06-02,5.07,4473000,12129000,2.712
2017-06-06,5.16,4261500,12721000,2.985
2017-06-07,4.97,4857000,13765000,2.834
2017-06-08,4.96,4261500,12358000,2.9
2017-06-09,4.98,4473000,9167000,2.049
2017-06-12,5.03,4261500,10118000,2.374
2017-06-13,4.99,4261500,13734000,3.223
2017-06-19,4.84,4261500,11598000,2.722
2017-06-20,4.99,4261500,12307000,2.888
2017-06-21,4.95,4857000,13166000,2.711
2017-06-22,4.81,4261500,11617000,2.726
2017-06-23,4.87,4473000,12028000,2.689
2017-06-26,4.84,4261500,11670000,2.738
2017-06-27,4.8,4261500,14330500,3.363
2017-06-29,5.05,4261500,12574500,2.951
2017-06-30,5.02,4473000,9579000,2.142
2017-07-03,4.98,4261500,9810000,2.302
2017-07-04,5.06,4261500,10163000,2.385
2017-07-05,5.1,4857000,10632000,2.189
2017-07-06,5.07,4261500,9767000,2.292
2017-07-07,5.24,4473000,10530000,2.354
2017-07-10,5.5,4261500,11980000,2.811
2017-07-11,5.37,4261500,9600000,2.253
2017-07-13,5.46,4261500,10186000,2.39
2017-07-14,5.27,4473000,10685000,2.389
2017-07-17,5.4,4261500,15724000,3.69
2017-07-18,5.46,4261500,13776000,3.233
2017-07-19,5.39,4857000,11498000,2.367
2017-07-20,5.35,4261500,15368000,3.606
2017-07-21,5.23,4473000,14812000,3.311
2017-07-24,5.04,4261500,14724000,3.455
2017-07-25,5.12,4261500,17099000,4.012
2017-07-27,5.2,4261500,11017000,2.585
2017-07-28,5.06,4473000,9860000,2.204
2017-07-31,5.23,4261500,14058000,3.299
2017-08-01,5.6,2131500,8598000,4.034
2017-08-02,5.29,2428500,8277000,3.408
2017-08-03,5.38,2131500,7921000,3.716
2017-08-04,5.33,2236500,7732000,3.457
2017-08-07,5.24,2131500,8671000,4.068
2017-08-08,5.26,2131500,8292000,3.89
2017-08-10,5.4,2131500,7968000,3.738
2017-08-11,5.35,2236500,7911000,3.537
2017-08-14,5.41,2131500,7455000,3.498
2017-08-16,5.62,2428500,9757500,4.018
2017-08-17,5.9,2131500,7405000,3.474
2017-08-18,5.8,2236500,6635000,2.967
2017-08-21,5.81,2131500,4670000,2.191
2017-08-22,5.75,2131500,5069000,2.378
2017-08-24,5.98,2131500,5933000,2.783
2017-08-25,5.93,2236500,4716000,2.109
2017-08-29,6.07,2131500,4742000,2.225
2017-08-30,6.02,2428500,8112000,3.34
2017-08-31,5.91,2131500,5470000,2.566
2017-09-01,5.88,4473000,10926000,2.443
2017-09-04,5.8,4261500,11557000,2.712
2017-09-05,6.04,4261500,14312000,3.358
2017-09-08,6.9,4473000,11003000,2.46
2017-09-11,6.8,5329500,12599000,2.364
2017-09-12,6.65,5329500,10178000,1.91
2017-09-13,6.95,4857000,12608000,2.596
2017-09-14,7.42,5329500,12534000,2.352
2017-09-15,6.96,4473000,12785000,2.858
2017-09-18,6.85,5319000,13158000,2.474
2017-09-19,6.95,4261500,11641500,2.732
2017-09-21,6.68,4261500,11624000,2.728
2017-09-22,6.5,4473000,11156000,2.494
2017-09-25,6.8,4261500,9741000,2.286
2017-09-26,6.97,4261500,12582000,2.952
2017-09-27,6.75,4857000,14105000,2.904
2017-09-28,6.83,4261500,11187000,2.625
2017-09-29,7.09,4473000,12007000,2.684
2017-10-02,7.0,4261500,10584000,2.484
2017-10-05,6.92,4261500,10958000,2.571
2017-10-06,6.77,4473000,9145000,2.044
2017-10-09,6.92,4261500,12525000,2.939
2017-10-10,6.9,4261500,11772000,2.762
2017-10-11,7.4,4857000,11703000,2.41
2017-10-12,7.37,4261500,12344000,2.897
2017-10-13,7.3,4473000,9001500,2.012
2017-10-16,7.25,4261500,10843000,2.544
2017-10-17,7.45,4261500,12942000,3.037
2017-10-19,7.86,4261500,14135000,3.317
2017-10-20,7.56,4473000,10363500,2.317
2017-10-23,7.43,4261500,11762500,2.76
2017-10-24,7.41,4261500,10613000,2.49
2017-10-25,7.41,4857000,12064000,2.484
2017-10-26,7.46,4261500,13887000,3.259
2017-10-27,7.25,4473000,10205000,2.281
2017-10-30,7.15,4261500,10380500,2.436
2017-10-31,7.11,4261500,10742000,2.521
2017-11-02,7.52,4261500,10798500,2.534
2017-11-06,7.91,4261500,12541000,2.943
2017-11-07,7.89,4261500,10217500,2.398
2017-11-08,7.62,4857000,10731000,2.209
2017-11-09,7.79,4261500,8927500,2.095
2017-11-10,7.35,5591500,12030500,2.152
2017-11-13,7.26,4261500,12439500,2.919
2017-11-14,7.26,4261500,12947000,3.038
2017-11-16,7.68,4261500,11557000,2.712
2017-11-17,7.43,5591500,11519000,2.06
2017-11-20,7.32,4261500,10730500,2.518
2017-11-21,7.51,4261500,9355000,2.195
2017-11-22,7.46,4857000,11334000,2.334
2017-11-23,7.37,4261500,10865000,2.55
2017-11-24,7.7,5591000,10453500,1.87
2017-11-27,7.69,4261500,9933500,2.331
2017-11-28,7.59,4261500,9331000,2.19
2017-11-30,7.6,4261500,10683500,2.507
2017-12-01,7.5,5591000,12187000,2.18
2017-12-04,7.63,4261500,10901500,2.558
2017-12-05,7.49,4261500,10841500,2.544
2017-12-06,7.38,4855000,9786000,2.016
2017-12-07,7.23,4261500,9863000,2.314
2017-12-08,7.24,4473000,7482500,1.673
2017-12-11,7.1,4261500,10603500,2.488
2017-12-12,7.37,4261500,10769500,2.527
2017-12-14,6.96,4273000,11164500,2.613
2017-12-15,7.07,4481000,12646500,2.822
2018-01-08,7.83,4213000,10605500,2.517
2018-01-09,7.68,4213000,10304500,2.446
2018-01-11,7.89,4213000,10817500,2.568
2018-01-12,7.79,4360000,10656500,2.444
2018-01-15,7.72,4213000,8226500,1.953
2018-01-16,7.77,4213000,8603500,2.042
2018-01-17,7.99,3547000,14310500,4.035
2018-01-18,8.26,4213000,10540000,2.502
2018-01-19,8.6,4360000,10069000,2.309
2018-01-22,8.7,4213000,8426500,2.0
2018-01-23,8.88,4213000,11221000,2.663
2018-01-25,9.34,4213000,10515500,2.496
2018-01-26,9.02,4360000,11225000,2.575
2018-01-29,9.06,4213000,8635500,2.05
2018-01-30,8.86,4213000,10190500,2.419
2018-01-31,8.78,3547000,10216000,2.88
2018-02-01,9.37,4213000,9504000,2.256
2018-02-02,9.04,4360000,9153000,2.099
2018-02-05,8.66,4213000,13367000,3.173
2018-02-06,8.84,4213000,7552000,1.793
2018-02-08,8.93,4213000,10197000,2.42
2018-02-09,8.97,4360000,12312000,2.824
2018-02-12,9.08,4213000,14598000,3.465
2018-02-13,9.53,4213000,16307000,3.871
2018-02-14,9.88,3547000,10755000,3.032
2018-02-15,9.64,4213000,11882500,2.82
2018-02-16,9.53,4360000,8971500,2.058
2018-02-19,9.58,4213000,7506500,1.782
2018-02-20,9.7,4213000,8768000,2.081
2018-02-22,9.56,4213000,9103500,2.161
2018-02-23,9.68,4360000,9676000,2.219
2018-02-26,9.56,4213000,10684000,2.536
2018-02-27,9.54,4213000,10512000,2.495
2018-02-28,9.99,3547000,11844000,3.339
2018-03-01,9.92,4213000,9275000,2.202
2018-03-02,9.89,4360000,11014500,2.526
2018-03-05,10.05,4213000,10836000,2.572
2018-03-06,10.28,4213000,12324000,2.925
2018-03-08,10.77,4213000,20050000,4.759
2018-03-09,11.1,4360000,10489500,2.406
2018-03-12,11.32,4213000,10309000,2.447
2018-03-13,11.03,4213000,11232500,2.666
2018-03-14,11.25,3547000,8020000,2.261
2018-03-15,11.09,4213000,8213000,1.949
2018-03-16,10.97,4360000,7213500,1.654
2018-03-19,10.96,4213000,10814500,2.567
2018-03-20,11.17,4213000,14876000,3.531
2018-03-22,12.54,4213000,11394000,2.704
2018-03-23,12.37,4360000,8581500,1.968
2018-03-26,12.8,4213000,8273000,1.964
2018-03-27,13.26,4213000,7172500,1.702
2018-03-28,14.05,3547000,7936500,2.238
2018-04-03,12.9,5271500,7927000,1.504
2018-04-05,12.65,5267000,8582500,1.629
2018-04-06,12.68,4360000,8181000,1.876
2018-04-09,12.96,5264500,8671000,1.647
2018-04-10,13.1,5262000,7622500,1.449
2018-04-11,13.55,3547000,7349000,2.072
2018-04-12,13.15,4213000,6862500,1.629
2018-04-13,13.8,4360000,7123500,1.634
2018-04-16,13.84,4213000,9794000,2.325
2018-04-17,13.82,4213000,8146500,1.934
2018-04-19,13.99,4213000,9429500,2.238
2018-04-20,13.05,4360000,6144000,1.409
2018-04-23,12.75,4213000,7540000,1.79
2018-04-24,12.73,4213000,8156000,1.936
2018-04-25,13.09,3547000,9233000,2.603
2018-04-26,13.39,4213000,10506000,2.494
2018-04-27,13.28,4360000,7897500,1.811
2018-04-30,13.35,4213000,7909500,1.877
2018-05-03,12.77,4213000,7962000,1.89
2018-05-04,12.78,4360000,8570500,1.966
2018-05-08,13.51,4213000,14772500,3.506
2018-05-09,13.92,3547000,6639500,1.872
2018-05-14,14.2,4213000,7318500,1.737
2018-05-15,14.7,4213000,6876000,1.632
2018-05-17,15.05,4213000,11416500,2.71
2018-05-18,15.2,4360000,10486500,2.405
2018-05-22,15.88,4213000,11573500,2.747
2018-05-23,15.81,3547000,7680500,2.165
2018-05-24,16.23,4213000,9858000,2.34
2018-05-25,15.89,4360000,7417000,1.701
2018-05-29,16.25,4213000,12022000,2.854
2018-05-31,15.4,4213000,9557000,2.268
2018-06-01,14.9,4360000,10703500,2.455
2018-06-04,15.28,4213000,8332000,1.978
2018-06-05,16.35,4213000,9623000,2.284
2018-06-06,15.7,3547000,8210000,2.315
2018-06-07,16.14,4213000,9763000,2.317
2018-06-08,15.78,4360000,7720000,1.771
2018-06-11,15.7,4213000,8561500,2.032
2018-06-12,15.08,4213000,6868500,1.63
2018-06-14,15.44,4213000,9578500,2.274
2018-06-15,14.62,4360000,7322000,1.679
2018-06-18,14.52,4213000,8538000,2.027
2018-06-19,14.35,4213000,9220000,2.188
2018-06-20,14.43,3547000,10172000,2.868
2018-06-21,14.2,4213000,10521000,2.497
2018-06-22,14.78,4360000,15051000,3.452
2018-06-25,15.03,4213000,12908000,3.064
2018-06-26,14.86,4213000,9943000,2.36
